"cues","AFSS","BOI","Concrete","SUBTLEX","AoA","Length","QSS","Animacy","n.unique","n.unique.affordance","total.affordance"
"thread",31,4.76,4.83,2.4216,7.06,6,6,127,30,26,66
"throat",44,5.347826087,4.97,3.2643,5.09,6,15,500,37,36,110
"throne",16,5.217391304,4.64,2.6454,7.28,6,7,115,28,20,43
"thumb",49,6.357142857,4.96,2.781,4.42,5,8,480,32,31,92
"thumbnail",39,4.88,4.5,0.9031,8.56,9,NA,NA,27,23,49
"thumbscrew",37,5.173913043,4.32,0.6021,12.12,10,NA,NA,28,22,57
"thumbtack",23,5.956521739,4.96,1,7.17,9,NA,NA,26,25,52
"thyme",32,4.958333333,4.96,1.0414,12.42,5,NA,NA,28,25,54
"ticket",41,5.333333333,4.7,3.3664,5.32,6,19,128,33,26,63
"tickler",22,4.76,3.76,1.0792,6.61,7,NA,NA,25,20,31
"tie",34,6.260869565,4.81,3.3555,4.74,3,17,NA,34,25,71
"tightrope",38,4.590909091,4.78,1.3979,7.67,9,NA,NA,36,32,101
"tights",34,5.956521739,4.62,2.1335,7.22,6,NA,NA,34,29,78
"tile",35,4.76,4.68,2.0374,6.8,4,9,NA,30,24,53
"tiller",53,4.541666667,4.26,1.3222,11.28,6,NA,NA,37,26,69
"timber",33,4.695652174,4.9,2.1072,6.47,6,8,256,30,20,61
"timepiece",33,5.375,4.36,1.1761,9.33,9,NA,NA,25,25,47
"tin",30,4.727272727,4.87,2.6454,6.79,3,13,NA,34,24,57
"tinderbox",30,4.958333333,4.79,0.4771,12.2,9,NA,NA,24,23,39
"tinfoil",35,5.458333333,4.96,1.3979,7.84,7,NA,NA,36,32,88
"tinplate",31,4.869565217,4,0.7782,10.88,8,NA,NA,34,32,62
"tinsel",12,4.777777778,4.82,1.3979,6.61,6,NA,NA,27,24,38
"tire",29,5.291666667,5,2.8007,6.16,4,10,NA,24,22,60
"tissue",17,5.72,4.93,2.7388,4.76,6,12,NA,26,24,59
"toast",31,6.2,4.93,3.2325,4.67,5,14,165,29,25,55
"toaster",24,6.04,4.9,2.2989,6.72,7,5,138,25,23,60
"toastmaster",24,4.652173913,3.88,0.6021,NA,11,NA,NA,28,23,37
"tobacco",27,5.666666667,4.88,2.5527,7.39,7,14,308,38,35,78
"toboggan",31,5.68,4.76,0.699,10.12,8,NA,NA,33,31,68
"toddler",58,5.875,4.29,1.6128,6.11,7,NA,NA,35,27,109
"toe",41,5.954545455,4.93,2.8116,3,3,7,561,28,26,77
"toffee",39,5.608695652,4.89,1.3617,6.22,6,NA,NA,40,37,97
"tofu",35,5.555555556,4.86,2.1399,11.89,4,NA,NA,33,25,70
"toga",41,4.52173913,4.73,1.6812,11.12,4,NA,NA,27,25,78
"toilet",31,6.368918919,4.97,3.1688,3.54,6,15,104,35,30,77
"toiletry",31,5.222222222,4.52,0.6021,10.16,8,NA,NA,29,25,68
"token",40,5.2,4.3,2.3139,7.58,5,NA,NA,29,25,72
"tomahawk",31,4.958333333,4.83,1.3617,8.29,8,NA,NA,28,25,65
"tomato",41,6.125,5,2.48,4.61,6,17,556,26,23,74
"tomb",45,4.739130435,4.73,2.4594,11.05,4,19,NA,39,33,77
"tombstone",46,5.043478261,4.71,2.0414,7.95,9,11,NA,33,29,63
"tongs",28,5.826086957,5,1.6128,7.78,5,NA,NA,55,51,110
"tongue",46,5.928571429,4.93,3.2014,4.47,6,13,413,38,38,138
"tonic",34,5.086956522,4.1,2.2923,12.63,5,11,NA,37,31,79
"tool",27,6.304347826,4.6,2.7396,5.37,4,12,123,25,20,52
"tooth",52,6.037037037,4.89,2.8407,3.61,5,14,383,37,34,121
"toothbrush",24,6.72,5,2.4082,4.33,10,9,NA,28,24,74
"toothpaste",23,5.76,4.97,2.2068,3.33,10,13,NA,27,25,58
"toothpick",26,6.375,4.93,1.7243,6.83,9,NA,NA,25,21,46
"topsoil",31,4.92,4.85,1.0414,9.61,7,NA,NA,29,24,54
"torch",25,4.851851852,4.76,2.4065,7.84,5,7,NA,27,21,47
"torchlight",32,4.64,4.28,0.699,8.53,10,NA,NA,31,28,65
"torso",38,5.64,4.83,1.9777,9.33,5,NA,NA,27,22,49
"tortilla",48,6.037037037,4.89,1.2304,8.28,8,NA,NA,36,30,115
"tortoise",48,4.541666667,4.87,1.7634,5.88,8,7,693,36,30,86
"tote",31,4.28,4.38,1.7482,10.74,4,7,NA,38,34,79
"toupee",24,6.217391304,4.65,1.8129,9.63,6,NA,NA,27,21,41
"tourist",42,5,4.59,2.3766,8.76,7,25,670,26,25,64
"tourniquet",21,4.956521739,4.5,1.7076,12.72,10,NA,NA,27,25,36
"towel",31,6.04,4.86,2.8591,3.22,5,19,108,24,24,69
"tower",44,4.307692308,4.76,3.0667,6.33,5,20,119,36,30,83
"townsfolk",38,4.583333333,3.82,1.3222,9.11,9,NA,NA,59,41,101
"toy",38,6.08,4.93,2.9345,3,3,19,120,29,26,83
"track",32,4.916666667,4.31,3.4539,6.94,5,12,NA,27,26,81
"tracksuit",38,5.653846154,4.73,0.699,10.5,9,NA,NA,33,31,89
"tractor",30,5.590909091,5,2.281,5.5,7,10,163,27,24,61
"tradesman",31,4.84,4.07,0.8451,11.44,9,NA,NA,27,23,54
"trailer",38,5.296296296,4.79,2.7634,6.37,7,14,140,27,24,70
"train",37,5.333333333,4.79,3.6857,4,5,19,100,35,34,92
"trainee",31,4.72,3.89,1.8388,11.79,7,NA,NA,26,24,51
"trainer",52,5.357142857,4.31,2.4548,10,7,NA,NA,28,25,77
"trampoline",29,5.88,5,1.5441,6.79,10,NA,NA,26,25,72
"tranquilizer",18,4.56,4.55,1.9685,11.58,12,NA,NA,60,56,102
"trap",37,4.695652174,4.3,3.0853,6.44,4,18,NA,27,24,56
"trapeze",22,4.958333333,4.55,1.8451,9.28,7,NA,NA,27,23,48
"trash",20,5.136363636,4.7,3.0596,4.47,5,11,131,27,23,47
"trashcan",39,5.76,4.86,1.301,4.5,8,NA,NA,28,24,63
"traveler",49,4.714285714,4.07,2.1903,6.89,8,NA,NA,68,63,161
"tray",34,5.166666667,4.74,2.6138,6.05,4,19,110,32,28,70
"treadmill",24,6,4.93,1.6335,11.15,9,NA,NA,30,30,71
"treasure",44,4.666666667,4.32,2.9881,6.06,8,14,NA,39,33,120
"treat",33,4.791666667,3.79,3.4228,4.61,5,19,NA,27,24,77
"tree",55,5.84,5,3.5206,3.57,4,21,577,38,33,119
"trench",32,4.285714286,4.46,2.1987,10.21,6,12,NA,31,25,69
"triceps",28,5.52,4.46,1.1461,11.33,7,NA,NA,29,25,59
"tricycle",34,6.173913043,4.68,1.4472,4.05,8,9,NA,36,33,69
"trigger",31,5.16,4.31,2.9355,8.33,7,7,NA,37,28,54
"trinket",34,4.791666667,4.48,1.5682,9.39,7,NA,NA,29,24,64
"tripod",27,5,4.72,1.6721,9.26,6,NA,NA,25,23,52
"trolley",24,5.416666667,4.73,1.8633,8.47,7,NA,NA,29,28,65
"trombone",46,5.75,4.9,1.8195,7.83,8,16,108,38,34,98
"trophy",34,4.916666667,4.89,2.5866,5.55,6,9,115,25,20,65
"trousers",33,6.185185185,4.93,2.4216,7.89,8,5,NA,34,31,80
"trout",32,4.76,4.72,2.3139,8.56,5,2,679,27,26,95
"truck",29,6.041666667,4.84,3.5702,3.79,5,17,104,55,55,184
"trumpet",35,6.291666667,4.86,2.3243,6.28,7,16,143,34,29,88
"trunk",29,5.217391304,4.71,3.0048,8.3,5,13,148,25,22,55
"tub",37,6.086956522,4.64,2.8116,3.95,3,12,NA,37,36,109
"tuba",44,5.130434783,4.86,1.7924,7,4,17,NA,32,28,84
"tube",56,4.916666667,4.82,2.9238,5.5,4,25,111,30,28,70
"tubing",26,4.625,4.38,1.5563,10.79,6,NA,NA,25,20,33
"tugboat",35,4.555555556,4.78,1.3802,6.17,7,NA,NA,33,31,69
"tulip",32,5.217391304,5,1.6128,7.15,5,7,665,27,22,60
"tumbler",28,5.136363636,4.08,1.2788,10.45,7,NA,NA,27,23,53
"tummy",45,5.125,4.68,2.2504,3.72,5,NA,NA,39,34,92
"tuna",36,4.916666667,4.89,2.6117,5.73,4,5,646,29,26,87
"tunic",38,4.76,3.75,1.4624,11.42,5,NA,NA,27,25,66
"turban",24,5.148148148,4.76,1.8261,10.24,6,NA,NA,31,24,52
"turf",37,4.36,4.1,2.3404,10.95,4,NA,NA,28,24,47
"turkey",43,4.833333333,4.89,3.0622,3.95,6,14,671,25,20,67
"turnip",36,6.12,4.79,1.9494,7,6,14,461,29,28,104
"turntable",28,5.347826087,4.57,1.2788,10.39,9,NA,NA,29,23,51
"turtle",24,4.821428571,5,2.9395,4.17,6,18,667,25,22,47
"turtleneck",27,5.375,4.7,1.6335,6.79,10,NA,NA,29,26,69
"tutor",25,4.608695652,4.28,2.3729,8.65,5,NA,NA,24,23,56
"tutu",28,5.413793103,4.68,1.5563,7,4,12,NA,26,22,49
"tuxedo",41,5.259259259,4.86,2.2014,8.26,6,11,NA,35,32,89
"tweezer",26,5.272727273,4.89,0.4771,9.89,7,NA,NA,26,23,64
"twig",47,5.28,4.75,1.8451,6.28,4,6,285,37,34,95
"twine",44,5.5,4.03,1.4771,9.38,5,18,NA,35,34,92
"typewriter",23,5.592592593,4.88,2.2095,6.74,10,17,133,28,24,53
"ukulele",36,5.782608696,4.62,1.4771,10.76,7,NA,NA,26,25,84
"umbrella",37,6.4,5,2.5832,5.68,8,8,104,29,25,72
"uncle",38,5.392857143,4.24,3.8013,4.47,5,6,685,32,22,51
"underclothes",22,6,4.66,0.7782,7.67,12,NA,NA,53,49,127
"undercoat",19,4.772727273,4.5,0.301,12.84,9,NA,NA,25,23,35
"undershirt",49,5.954545455,5,1.2041,5.56,10,NA,NA,34,33,90
"underwear",25,6.52173913,4.96,3.0438,3.94,9,19,NA,88,74,218
"uniform",33,5.666666667,4.67,3.1028,5.6,7,20,117,27,23,66
"upholstery",42,5.461538462,4.65,1.7782,12.65,10,NA,NA,34,26,62
"urinal",23,5.666666667,4.6,1.6021,8.47,6,NA,NA,32,25,43
"urn",23,4.791666667,4.61,2,9.89,3,NA,NA,26,22,46
"vaccine",24,4.321428571,4.69,1.9956,8.16,7,NA,NA,24,22,44
"vacuum",25,5.291666667,4.22,2.4698,6.74,6,13,108,27,27,57
"vagina",28,6.041666667,4.82,2.4133,8.89,6,NA,NA,59,50,105
"valet",24,4.625,4.26,2.4216,13.67,5,NA,NA,31,29,50
"valve",29,4.869565217,4.83,2.3945,10.78,5,18,NA,26,21,55
"van",43,6.28,4.72,3.4219,5.2,3,13,100,38,34,94
"vanilla",24,4.518518519,4.68,2.3096,4.8,7,10,NA,29,26,61
"vase",34,5.36,5,2.2945,7.89,4,14,100,39,31,88
"vaseline",43,5.608695652,4.9,1.6232,NA,8,21,NA,27,25,61
"veal",34,4.5,4.75,2.2601,11.17,4,13,NA,26,20,57
"vegetable",47,6.391304348,4.89,2.4654,4.17,9,14,504,32,31,124
"vegetation",34,4.925925926,4.45,1.6232,10.58,10,NA,NA,27,23,66
"vehicle",40,6.173913043,4.64,3.0622,6.58,7,9,119,26,25,75
"veil",18,5.727272727,4.45,2.1818,9.69,4,NA,NA,26,20,40
"vein",35,4.44,4.63,2.2648,8.53,4,10,484,34,25,59
"velvet",26,4.916666667,4.44,2.5065,7.61,6,13,NA,33,21,48
"vendor",36,5,4.5,1.8195,10.17,6,NA,NA,38,32,74
"ventilator",29,4.72,4.04,1.8129,11.44,10,NA,NA,27,23,45
"vermicelli",26,5.571428571,4.52,0.7782,14.77,10,NA,NA,27,24,61
"vermouth",28,4.318181818,4.16,1.7076,17.06,8,NA,NA,27,21,51
"vessel",35,4.925925926,4.66,2.6794,9.94,6,11,163,29,22,58
"vest",37,6,4.52,2.4548,5.83,4,9,123,33,28,77
"veterinarian",39,5.074074074,4.46,1.8129,8.94,12,NA,NA,25,20,46
"vibrator",26,6.464285714,4.64,1.7853,13.39,8,NA,NA,25,23,44
"videotape",27,5.44,4.92,2.4232,9.37,9,NA,NA,26,25,69
"viewfinder",32,4.916666667,4.44,0.699,9.83,10,NA,NA,38,30,60
"village",39,4.44,4.89,3.2338,7.84,7,15,354,38,29,71
"villager",45,4.666666667,4.24,1.0414,8.26,8,NA,NA,27,23,52
"vinaigrette",27,5.363636364,4.52,1.1761,12.17,11,NA,NA,31,27,56
"vine",33,5,4.86,2.0334,6.95,4,12,542,33,27,58
"vinegar",32,5.291666667,4.89,1.9395,7.11,7,12,138,31,28,82
"vinyl",37,4.6,4.54,1.8062,10.68,5,NA,NA,31,25,60
"viola",20,4.458333333,4.54,2.1818,NA,5,15,NA,26,21,49
"violin",25,6.043478261,4.96,2.3856,7.45,6,12,132,28,23,59
"violinist",24,4.47826087,4.84,1.5315,9.17,9,NA,NA,28,22,44
"virgin",27,4.448275862,3.31,2.9832,10.63,6,22,638,34,23,41
"visor",29,5.041666667,4.66,1.4914,7.83,5,NA,NA,29,21,53
"vitamins",33,5.12,4.5,2.2601,6.22,8,NA,NA,72,58,159
"vocalist",36,4.269230769,4.2,1.1761,10.63,8,NA,NA,24,22,70
"vodka",41,5.56,4.97,2.7126,11.11,5,17,132,38,38,103
"volleyball",37,6.52,4.93,1.7709,7.05,10,16,NA,26,23,93
"vomit",29,4.666666667,4.75,2.4362,5.68,5,16,NA,26,24,40
"voter",26,4.75,3.93,1.6232,7.89,5,NA,NA,24,23,38
"vulva",19,5.16,4.5,0.8451,13.11,5,NA,NA,27,23,33
"wafer",41,5.909090909,4.56,1.2041,6.89,5,NA,NA,38,31,97
"waffle",30,6.173913043,4.71,2.0374,5.32,6,NA,NA,28,22,69
"wagon",25,5.375,4.89,2.9576,5.22,5,13,108,36,31,65
"waist",26,4.888888889,4.72,2.42,6.42,5,14,340,26,22,44
"waistband",18,5.833333333,4.79,1.0414,9.5,9,NA,NA,29,22,38
"waistcoat",35,6.44,4.63,1.2788,11.88,9,NA,NA,32,28,72
"waiter",37,4.48,4.67,2.8287,8.28,6,12,700,37,36,82
"waitress",31,4.826086957,4.56,2.7701,7.22,8,14,700,26,24,63
"walker",41,5.181818182,4.42,2.9079,NA,6,23,NA,36,35,100
"wall",40,4.68,4.86,3.557,3.79,4,23,NA,29,23,74
"wallboard",34,4.64,4.5,0.301,9.29,9,NA,NA,27,25,58
"wallet",33,6.136363636,4.81,3.066,5.89,6,10,100,35,31,106
"wallpaper",33,4.875,4.62,2.2355,6.55,9,NA,NA,36,32,86
"walnut",38,5.791666667,4.97,2.0043,6.16,6,15,364,28,28,106
"walrus",32,4.875,5,1.7634,5.06,6,16,691,27,23,63
"wand",38,5.08,4.73,2.1987,6.39,4,11,NA,34,30,66
"warden",44,4.434782609,4.27,2.7589,11,6,NA,NA,35,26,57
"wart",20,4.56,4.89,1.8062,7.25,4,22,407,27,21,40
"washbasin",29,5.833333333,4.74,0.301,8.5,9,NA,NA,25,25,66
"washboard",14,5.208333333,4.86,0.9031,8.65,9,NA,NA,26,24,41
"washbowl",24,5.692307692,4.76,0.301,7.32,8,NA,NA,35,34,89
"washcloth",20,6.192307692,4.93,1.301,4.17,9,14,NA,34,33,90
"washer",26,5.518518519,4.7,2.0212,6.32,6,6,NA,37,33,74
"washerwoman",21,4.55,3.92,0.8451,8.39,11,NA,NA,26,25,49
"washroom",26,5.037037037,4.76,1.9395,6,8,NA,NA,27,24,64
"washstand",20,4.652173913,4.85,0.4771,10.71,9,NA,NA,31,28,56
"waste",26,4.318181818,3.24,3.4341,6.5,5,19,NA,30,27,66
"wastebasket",30,6.217391304,4.63,1.5185,5.68,11,NA,NA,26,21,53
"watch",44,5.269230769,4.61,4.2261,4.33,5,14,NA,38,33,76
"watchband",37,5.923076923,5,0.9031,7.24,9,NA,NA,24,22,61
"watchdog",36,4.333333333,4.29,1.7324,9.39,8,NA,NA,30,28,79
"watchmaker",19,4.56,4.36,0.9031,8.41,10,NA,NA,37,29,50
"water",36,6.192307692,5,4.0599,2.37,5,18,NA,25,25,102
"watercress",26,4.782608696,4.31,0.699,13.12,10,NA,NA,27,22,63
"watermelon",41,5.869565217,4.89,2.0531,4.22,10,NA,NA,37,36,117
"wax",31,5.291666667,4.97,2.6646,6,3,13,124,25,22,41
"waxwork",35,4.3,3.96,0.4771,11.89,7,NA,NA,24,22,45
"weapon",52,5.52173913,4.76,3.3766,6.95,6,7,108,62,58,194
"weatherman",28,4.285714286,4.73,2.0334,7.11,10,NA,NA,24,22,49
"web",57,4.375,4.37,2.673,5.37,3,4,196,34,28,81
"weed",31,5.28,4.9,2.7789,6.79,4,14,500,24,23,53
"wench",33,4.956521739,3.86,1.9494,10.72,5,NA,NA,27,20,46
"wheat",31,4.88,4.89,2.4683,6.53,5,17,456,27,22,67
"wheel",33,5.458333333,4.86,3.1402,4.4,5,14,104,27,23,59
"wheelbarrow",34,5.5,4.79,1.5051,6.78,11,NA,NA,29,27,66
"wheelchair",27,6.132791328,4.93,2.5011,6.89,10,NA,NA,27,26,59
"wheelhouse",29,4.434782609,4.56,1.0414,12.57,10,NA,NA,27,22,44
"whip",33,5,4.68,2.8274,7,4,14,100,31,25,57
"whirlpool",25,4.565217391,4.64,1.5051,8.95,9,NA,NA,25,21,42
"whisk",34,6,4.33,1.4771,8.72,5,NA,NA,29,27,58
"whiskers",27,4.625,4.89,2.0414,5.11,8,8,NA,59,48,91
"whiskey",31,6.08,4.74,2.9154,9.38,7,15,112,60,54,143
"whistle",24,4.47826087,4.42,2.8971,5.42,7,16,114,30,28,56
"wife",40,6.357142857,4.13,4.2503,5.67,4,8,693,27,25,73
"wig",35,5.913043478,4.72,2.6304,5.63,3,NA,NA,26,22,55
"wigmaker",25,4.36,4.11,0.301,10.11,8,NA,NA,25,19,36
"wildcat",34,4.583333333,4.79,1.8573,7.44,7,NA,NA,30,20,50
"wildlife",50,4.44,4.26,1.9956,6.22,8,NA,NA,28,24,79
"winch",27,5.045454545,4.4,1.8451,12.22,5,NA,NA,25,22,49
"windbreaker",22,5.307692308,4.12,1.2304,6.79,11,NA,NA,26,23,56
"window",35,5.68,4.86,3.6422,4.74,6,14,NA,24,22,82
"windowpane",39,5.416666667,4.86,1.1461,8.58,10,NA,NA,27,24,59
"windowsill",26,5.391304348,4.7,1.5315,5.17,10,NA,NA,31,30,63
"windshield",29,5.708333333,4.86,2.2253,7.85,10,10,NA,28,21,50
"windsock",30,4.391304348,4.39,0.301,12,8,NA,NA,27,22,44
"wine",34,5.791666667,4.79,3.4884,7.9,4,22,NA,32,32,84
"wineglass",27,6.416666667,4.93,0.699,8.78,9,NA,NA,28,27,67
"wing",35,4.48,4.86,3.0141,4.79,4,NA,NA,33,31,79
"wingman",22,4.391304348,3.61,1.7634,12.76,7,NA,NA,29,22,39
"wiper",21,5.125,4.56,1.4771,8.37,5,NA,NA,27,23,51
"wiring",37,4.428571429,4.64,2.0755,9.21,6,NA,NA,33,20,54
"wishbone",36,5.458333333,4.68,1.415,7.16,8,NA,NA,28,27,69
"wolfhound",40,4.346153846,4.8,0.301,11.71,9,NA,NA,28,21,65
"woman",58,5.333333333,4.46,4.3457,4.95,5,7,684,36,28,98
"wood",39,5.590909091,4.85,3.1392,4.58,4,26,288,25,24,79
"woodblock",50,5.4,4.59,0.301,8.56,9,NA,NA,34,31,81
"woodcarver",24,4.625,4.59,0.4771,8.86,10,NA,NA,25,20,41
"woodcraft",34,4.296296296,4.15,0.301,8.95,9,NA,NA,31,24,45
"woodcutter",23,4.44,4.54,1.1139,7.89,10,NA,NA,27,23,44
"woodpecker",29,4.833333333,4.93,1.7076,6.5,10,NA,NA,29,22,48
"woodpile",24,5,5,1.0792,6.85,8,NA,NA,26,20,44
"woods",19,4.409090909,4.87,3.1711,4.93,5,14,NA,30,25,59
"woodshed",24,5.25,4.68,1.3617,7.72,8,NA,NA,33,30,63
"woodwind",32,4.96,4.43,1.2041,9.37,8,12,NA,28,20,60
"woodwork",39,5.12,4.45,1.6435,10.42,8,NA,NA,33,29,84
"wool",39,5.392857143,4.86,2.2095,8.06,4,16,177,32,26,76
"workbench",42,6.208333333,4.62,1.0414,6.78,9,NA,NA,27,27,84
"workbook",45,5.703703704,4.57,0.8451,6.65,8,NA,NA,36,32,100
"worker",53,5.086956522,4.59,2.7474,6.67,6,23,681,32,29,79
"workroom",33,4.703703704,4.66,1.0792,9.74,8,NA,NA,27,24,66
"worksheet",32,4.64,4.66,0.7782,8,9,NA,NA,27,24,55
"workshop",36,4.4,4.54,2.1584,7.78,8,NA,NA,27,22,61
"worm",46,4.681818182,4.9,2.7135,3.89,4,23,681,36,35,103
"wound",42,4.583333333,4.24,3.1316,7.52,5,12,NA,61,56,133
"wrapper",44,5.791666667,4.39,1.9345,6.11,7,NA,NA,31,28,73
"wreath",22,5.461538462,4.93,1.7404,7.06,6,NA,NA,27,27,57
"wrench",28,6.181818182,4.93,2.3075,7.84,6,17,NA,27,24,48
"wrestler",34,4.96,4.42,1.9638,7.48,8,NA,NA,28,23,56
"wrist",37,6.291666667,4.93,2.7226,5.94,5,7,428,28,26,72
"wristband",35,5.583333333,4.79,1,8,9,NA,NA,28,25,68
"wristlet",25,5.428571429,4.38,0.301,12.88,8,NA,NA,29,26,59
"wristwatch",35,6.5,4.85,1.7782,7.32,10,NA,NA,27,26,63
"xylophone",28,5.821428571,4.75,1,7.11,9,NA,NA,28,25,56
"yacht",49,4.88,4.97,2.6232,10.06,5,11,124,32,32,109
"yachtsman",21,4.291666667,4.35,0.6021,11.06,9,NA,NA,25,19,31
"yam",21,5.259259259,4.93,1.6435,8.34,3,NA,NA,34,32,83
"yardstick",22,5.956521739,4.69,1.2553,6.8,9,NA,NA,31,26,49
"yarn",29,6.115384615,4.93,1.9138,6.61,4,17,NA,29,27,68
"yearbook",40,5.56,4.58,2.3838,10.39,8,NA,NA,36,33,92
"yoga",34,4.44,4.53,2.3579,13.17,4,NA,NA,39,37,76
"yogurt",25,6.347826087,4.9,2.0682,3.72,6,17,NA,26,24,60
"yolk",19,4.875,4.78,1.3424,5.89,4,4,NA,25,20,53
"you",66,5.52,4.11,6.3293,4.35,3,9,NA,26,23,102
"yourself",55,5.583333333,4.39,4.3454,4.95,8,NA,NA,28,24,97
"zipper",21,6.08,4.83,2.1614,5,6,12,113,28,21,44
"zucchini",41,5.923076923,4.87,1.699,6.79,8,13,478,31,24,88
